transaction_id,timestamp,day_of_week,is_weekend,hour,total_amount,num_items,payment_method
1222,2024-01-12 12:31:40,Friday,1,12,15.5,3,Cash
1223,2024-06-01 06:11:42,Saturday,0,6,7.5,2,Mobile Pay
1224,2024-09-04 20:38:34,Wednesday,0,20,4.0,1,Card
1225,2024-04-08 14:34:01,Monday,1,14,15.0,3,Card
1226,2024-04-22 08:44:08,Monday,0,8,2.75,1,Mobile Pay
1227,2024-12-28 12:18:29,Saturday,0,12,5.5,2,Card
1228,2024-05-08 08:43:54,Wednesday,0,8,12.75,3,Cash
1229,2024-03-25 16:46:31,Monday,1,16,8.0,2,Card
1230,2024-11-06 12:12:36,Wednesday,1,12,27.5,4,Card
1231,2024-05-30 13:56:41,Thursday,1,13,7.75,2,Cash
1232,2024-04-05 10:04:13,Friday,0,10,7.5,2,Card
1233,2024-12-18 06:21:13,Wednesday,0,6,3.5,1,Mobile Pay
1234,2024-02-03 10:38:13,Saturday,0,10,7.5,2,Cash
1235,2024-02-08 12:41:26,Thursday,0,12,13.0,2,Card
1236,2024-09-09 11:17:26,Monday,0,11,4.5,1,Cash
1237,2024-07-15 09:01:18,Monday,0,9,3.5,1,Card
1238,2024-08-24 09:53:25,Saturday,0,9,4.0,1,Card
1239,2024-11-26 07:30:06,Tuesday,0,7,13.75,3,Card
1240,2024-10-11 15:31:39,Friday,1,15,8.0,1,Card
1241,2024-03-03 16:39:06,Sunday,1,16,2.5,1,Card
1242,2024-12-18 14:14:10,Wednesday,0,14,3.25,1,Cash
1243,2024-01-03 17:55:03,Wednesday,0,17,3.5,1,Card
1244,2024-02-08 09:44:39,Thursday,0,9,7.25,2,Mobile Pay
1245,2024-08-23 08:20:55,Friday,0,8,3.5,1,Mobile Pay
1246,2024-11-22 11:07:33,Friday,0,11,6.5,2,Mobile Pay
1247,2024-09-04 09:16:49,Wednesday,0,9,2.5,1,Card
1248,2024-12-03 14:54:13,Tuesday,1,14,2.75,1,Card
1249,2024-04-20 11:24:12,Saturday,0,11,4.0,1,Cash
1250,2024-09-20 16:48:19,Friday,0,16,11.5,2,Card
1251,2024-04-22 17:24:28,Monday,0,17,10.25,3,Card
1252,2024-12-17 09:55:36,Tuesday,0,9,8.5,2,Cash
1253,2024-01-09 16:11:17,Tuesday,0,16,3.0,1,Card
1254,2024-03-01 17:05:22,Friday,0,17,3.0,1,Card
1255,2024-06-19 07:17:23,Wednesday,0,7,3.0,1,Cash
1256,2024-04-09 11:25:11,Tuesday,1,11,7.25,2,Cash
1257,2024-05-07 18:14:07,Tuesday,0,18,2.5,1,Card
1258,2024-09-29 10:14:56,Sunday,1,10,11.0,3,Mobile Pay
1259,2024-09-10 09:50:13,Tuesday,0,9,4.5,1,Card
1260,2024-02-18 08:58:44,Sunday,0,8,8.75,2,Cash
1261,2024-06-10 13:10:11,Monday,0,13,4.5,1,Mobile Pay
1262,2024-08-30 12:01:11,Friday,1,12,14.0,4,Card
1263,2024-09-07 16:30:07,Saturday,0,16,2.5,1,Cash
1264,2024-04-26 12:10:48,Friday,0,12,3.0,1,Card
1265,2024-08-19 11:22:34,Monday,0,11,2.75,1,Card
1266,2024-06-29 11:21:57,Saturday,1,11,16.75,3,Card
1267,2024-11-23 08:26:54,Saturday,1,8,17.5,5,Card
1268,2024-04-09 17:24:40,Tuesday,0,17,4.5,1,Cash
1269,2024-08-18 20:56:33,Sunday,1,20,20.5,4,Card
1270,2024-01-22 13:44:21,Monday,1,13,3.5,1,Card
1271,2024-05-27 08:00:31,Monday,0,8,10.0,3,Card
1272,2024-12-06 10:31:18,Friday,1,10,4.5,1,Card
1273,2024-03-04 07:19:00,Monday,0,7,3.0,1,Card
1274,2024-03-11 10:18:50,Monday,0,10,10.5,3,Card
1275,2024-03-14 20:12:27,Thursday,1,20,4.0,1,Card
1276,2024-05-07 16:40:24,Tuesday,1,16,19.25,5,Cash
1277,2024-10-23 08:49:12,Wednesday,0,8,4.75,1,Card
1278,2024-02-13 09:59:40,Tuesday,0,9,4.0,1,Cash
1279,2024-02-19 10:28:44,Monday,1,10,17.25,4,Card
1280,2024-10-13 07:49:26,Sunday,0,7,3.0,1,Mobile Pay
1281,2024-10-24 13:08:39,Thursday,1,13,8.0,2,Card
1282,2024-12-09 06:51:48,Monday,0,6,9.5,3,Cash
1283,2024-02-24 10:06:52,Saturday,0,10,2.75,1,Card
1284,2024-03-03 14:43:32,Sunday,0,14,6.5,2,Card
1285,2024-03-10 09:43:40,Sunday,0,9,17.0,3,Card
1286,2024-11-15 13:07:04,Friday,0,13,5.0,1,Card
1287,2024-05-06 09:30:01,Monday,0,9,10.0,3,Card
1288,2024-04-30 15:34:16,Tuesday,0,15,13.5,3,Card
1289,2024-01-12 08:52:47,Friday,0,8,7.25,2,Card
1290,2024-09-02 11:42:06,Monday,1,11,7.75,2,Cash
1291,2024-08-25 12:27:09,Sunday,1,12,5.25,2,Card
1292,2024-11-29 16:39:28,Friday,0,16,7.0,1,Mobile Pay
1293,2024-08-22 09:10:22,Thursday,0,9,9.5,2,Mobile Pay
1294,2024-07-18 11:11:41,Thursday,0,11,3.0,1,Card
1295,2024-03-12 09:48:42,Tuesday,0,9,4.75,1,Mobile Pay
1296,2024-09-04 10:30:38,Wednesday,0,10,12.5,2,Cash
1297,2024-05-12 08:20:37,Sunday,0,8,16.25,4,Mobile Pay
1298,2024-04-28 08:06:31,Sunday,0,8,16.0,3,Cash
1299,2024-02-23 16:11:46,Friday,0,16,10.75,3,Cash
1300,2024-01-20 15:04:28,Saturday,0,15,13.5,2,Mobile Pay
1301,2024-02-25 13:24:08,Sunday,0,13,15.75,4,Card
1302,2024-03-23 12:33:51,Saturday,1,12,2.5,1,Mobile Pay
1303,2024-04-14 07:08:57,Sunday,0,7,3.5,1,Card
1304,2024-06-23 08:46:58,Sunday,0,8,8.0,2,Card
1305,2024-09-13 10:39:57,Friday,0,10,5.5,2,Card
1306,2024-02-06 12:08:50,Tuesday,0,12,5.75,2,Card
1307,2024-06-18 07:52:18,Tuesday,0,7,10.25,3,Mobile Pay
1308,2024-02-08 12:15:54,Thursday,0,12,9.5,2,Cash
1309,2024-12-23 17:37:30,Monday,1,17,19.75,5,Card
1310,2024-10-07 16:21:59,Monday,1,16,16.5,4,Cash
1311,2024-06-26 19:26:38,Wednesday,0,19,14.5,2,Card
1312,2024-05-18 14:06:02,Saturday,0,14,4.0,1,Card
1313,2024-06-04 15:56:14,Tuesday,1,15,3.5,1,Cash
1314,2024-11-07 16:43:43,Thursday,0,16,6.5,2,Cash
1315,2024-03-05 12:27:35,Tuesday,1,12,15.0,2,Card
1316,2024-06-24 11:03:15,Monday,0,11,3.5,1,Card
1317,2024-10-17 07:51:00,Thursday,0,7,9.5,3,Card
1318,2024-01-23 09:38:41,Tuesday,0,9,15.75,3,Cash
1319,2024-02-09 08:34:13,Friday,0,8,3.25,1,Card
1320,2024-08-15 13:23:49,Thursday,0,13,10.0,2,Mobile Pay
1321,2024-12-23 12:06:03,Monday,0,12,4.75,1,Mobile Pay
1322,2024-05-23 08:58:08,Thursday,0,8,12.5,3,Card
1323,2024-01-19 18:44:28,Friday,0,18,7.5,2,Card
1324,2024-05-18 09:24:19,Saturday,0,9,12.5,3,Card
1325,2024-07-15 12:14:13,Monday,1,12,9.5,3,Cash
1326,2024-11-07 15:21:59,Thursday,1,15,3.25,1,Card
1327,2024-06-23 14:39:27,Sunday,0,14,15.75,3,Cash
1328,2024-07-17 18:59:43,Wednesday,0,18,8.0,1,Card
1329,2024-10-20 13:49:33,Sunday,0,13,9.0,1,Card
1330,2024-03-08 16:17:51,Friday,0,16,12.5,2,Cash
1331,2024-06-21 12:02:39,Friday,0,12,4.5,1,Card
1332,2024-11-07 08:19:36,Thursday,1,8,15.5,3,Card
1333,2024-07-02 11:54:35,Tuesday,0,11,2.5,1,Mobile Pay
1334,2024-11-08 12:04:28,Friday,0,12,3.5,1,Card
1335,2024-03-06 09:11:09,Wednesday,0,9,10.5,3,Card
1336,2024-08-13 12:02:35,Tuesday,0,12,5.75,2,Card
1337,2024-01-09 14:54:54,Tuesday,1,14,10.0,3,Card
1338,2024-02-09 09:20:36,Friday,0,9,8.5,1,Card
1339,2024-08-06 17:09:01,Tuesday,1,17,11.75,3,Card
1340,2024-11-14 07:23:02,Thursday,0,7,3.0,1,Card
1341,2024-11-07 10:20:32,Thursday,1,10,15.75,3,Card
1342,2024-01-17 13:09:24,Wednesday,0,13,12.0,2,Mobile Pay
1343,2024-10-16 11:36:40,Wednesday,0,11,8.0,2,Cash
1344,2024-01-27 12:42:33,Saturday,0,12,8.5,2,Card
1345,2024-06-17 11:49:23,Monday,1,11,8.0,1,Cash
1346,2024-07-28 10:22:35,Sunday,0,10,10.0,2,Cash
1347,2024-08-02 11:52:52,Friday,1,11,17.5,4,Cash
1348,2024-06-23 11:05:26,Sunday,1,11,22.5,5,Card
1349,2024-08-02 11:35:45,Friday,1,11,10.0,3,Cash
1350,2024-03-08 12:33:58,Friday,0,12,4.75,1,Card
1351,2024-10-12 11:18:07,Saturday,1,11,12.0,3,Cash
1352,2024-06-30 17:58:26,Sunday,0,17,7.75,2,Cash
1353,2024-03-09 14:46:49,Saturday,0,14,11.25,2,Card
1354,2024-10-30 12:43:41,Wednesday,0,12,4.5,1,Card
1355,2024-05-23 17:06:14,Thursday,0,17,4.0,1,Card
1356,2024-10-23 11:59:27,Wednesday,0,11,4.0,1,Cash
1357,2024-01-22 15:47:56,Monday,0,15,15.75,4,Card
1358,2024-03-25 10:17:31,Monday,1,10,22.75,4,Mobile Pay
1359,2024-05-22 10:13:35,Wednesday,1,10,18.5,3,Card
1360,2024-01-04 11:52:01,Thursday,0,11,4.5,1,Mobile Pay
1361,2024-08-15 12:53:29,Thursday,0,12,3.0,1,Cash
1362,2024-08-15 17:31:16,Thursday,1,17,4.5,1,Cash
1363,2024-02-10 15:14:46,Saturday,1,15,4.0,1,Card
1364,2024-12-10 14:45:44,Tuesday,0,14,7.0,1,Card
1365,2024-09-23 09:53:35,Monday,0,9,8.0,2,Cash
1366,2024-05-05 08:24:55,Sunday,0,8,11.5,3,Cash
1367,2024-05-24 08:40:56,Friday,0,8,4.0,1,Cash
1368,2024-01-02 11:31:35,Tuesday,0,11,5.75,2,Cash
1369,2024-07-13 14:15:40,Saturday,1,14,14.5,2,Cash
1370,2024-12-08 11:50:40,Sunday,0,11,4.0,1,Card
1371,2024-04-22 08:56:57,Monday,0,8,12.5,2,Card
1372,2024-08-05 08:29:20,Monday,0,8,8.75,2,Card
1373,2024-09-07 12:43:15,Saturday,0,12,4.5,1,Card
1374,2024-02-01 13:20:16,Thursday,1,13,13.25,2,Card
1375,2024-05-17 12:14:21,Friday,1,12,4.5,1,Card
1376,2024-10-01 09:40:07,Tuesday,0,9,14.0,3,Card
1377,2024-07-13 08:45:21,Saturday,0,8,10.5,3,Card
1378,2024-10-01 09:10:53,Tuesday,0,9,10.0,2,Cash
1379,2024-06-18 10:35:46,Tuesday,0,10,2.5,1,Cash
1380,2024-02-22 11:50:31,Thursday,0,11,4.5,1,Card
1381,2024-12-18 09:17:47,Wednesday,0,9,3.5,1,Cash
1382,2024-05-18 16:04:04,Saturday,0,16,6.5,2,Card
1383,2024-11-05 17:06:47,Tuesday,0,17,13.25,2,Mobile Pay
1384,2024-08-05 11:01:19,Monday,0,11,4.0,1,Card
1385,2024-10-22 12:18:27,Tuesday,1,12,21.0,5,Card
1386,2024-07-20 18:48:34,Saturday,0,18,8.0,2,Card
1387,2024-08-16 12:36:06,Friday,1,12,8.5,1,Mobile Pay
1388,2024-10-14 10:55:31,Monday,1,10,4.75,1,Cash
1389,2024-10-17 14:03:49,Thursday,0,14,4.75,1,Cash
1390,2024-01-19 09:36:38,Friday,0,9,2.5,1,Cash
1391,2024-09-07 12:20:41,Saturday,0,12,4.5,1,Card
1392,2024-02-11 17:27:44,Sunday,0,17,3.0,1,Card
1393,2024-03-03 08:28:55,Sunday,0,8,19.75,4,Card
1394,2024-08-02 10:18:07,Friday,0,10,4.5,1,Mobile Pay
1395,2024-05-18 12:39:56,Saturday,0,12,3.0,1,Card
1396,2024-12-16 09:39:45,Monday,0,9,5.0,1,Card
1397,2024-06-18 17:46:54,Tuesday,0,17,11.75,3,Card
1398,2024-03-17 11:00:19,Sunday,0,11,7.0,2,Card
1399,2024-02-01 14:38:10,Thursday,1,14,9.5,2,Card
1400,2024-05-20 09:58:55,Monday,0,9,3.25,1,Card
1401,2024-05-10 12:41:42,Friday,0,12,3.5,1,Card
1402,2024-05-23 10:36:06,Thursday,1,10,7.0,2,Card
1403,2024-11-05 09:51:47,Tuesday,0,9,11.5,3,Cash
1404,2024-02-16 18:39:09,Friday,1,18,5.0,2,Mobile Pay
1405,2024-09-18 15:27:42,Wednesday,0,15,4.5,1,Cash
1406,2024-10-13 10:49:24,Sunday,0,10,12.5,2,Card
1407,2024-11-05 16:10:40,Tuesday,1,16,14.0,3,Cash
1408,2024-03-02 12:27:41,Saturday,0,12,2.5,1,Card
1409,2024-12-09 10:27:13,Monday,0,10,12.5,2,Card
1410,2024-04-01 17:00:12,Monday,0,17,4.0,1,Card
1411,2024-06-17 08:23:58,Monday,0,8,7.0,1,Cash
1412,2024-11-27 09:30:25,Wednesday,0,9,3.0,1,Card
1413,2024-01-30 19:52:01,Tuesday,1,19,18.25,4,Mobile Pay
1414,2024-02-23 09:01:39,Friday,1,9,3.25,1,Mobile Pay
1415,2024-02-12 10:54:07,Monday,0,10,3.0,1,Card
1416,2024-10-05 09:54:12,Saturday,0,9,7.25,2,Cash
1417,2024-12-29 08:37:46,Sunday,0,8,17.75,3,Cash
1418,2024-02-01 09:52:48,Thursday,1,9,12.0,3,Card
1419,2024-07-28 10:47:53,Sunday,1,10,4.5,1,Card
1420,2024-08-26 13:44:05,Monday,1,13,6.0,2,Cash
1421,2024-06-11 12:01:49,Tuesday,0,12,2.5,1,Cash
1422,2024-02-11 16:15:19,Sunday,0,16,14.0,3,Cash
1423,2024-06-07 07:45:18,Friday,0,7,3.0,1,Card
1424,2024-04-06 09:12:11,Saturday,0,9,16.0,4,Card
1425,2024-09-24 12:40:43,Tuesday,1,12,8.5,1,Card
1426,2024-10-18 09:44:27,Friday,0,9,8.5,1,Cash
1427,2024-06-24 13:32:35,Monday,0,13,10.0,3,Card
1428,2024-05-13 07:07:33,Monday,0,7,7.0,2,Card
1429,2024-10-15 10:37:57,Tuesday,0,10,3.25,1,Cash
1430,2024-03-22 10:21:21,Friday,0,10,10.0,2,Card
1431,2024-10-06 08:01:28,Sunday,0,8,12.5,3,Card
1432,2024-05-09 15:38:21,Thursday,1,15,11.5,2,Card
1433,2024-02-25 10:49:17,Sunday,0,10,17.0,4,Mobile Pay
1434,2024-09-25 09:36:48,Wednesday,0,9,3.0,1,Cash
1435,2024-02-16 11:49:09,Friday,1,11,6.5,2,Card
1436,2024-06-03 09:11:15,Monday,0,9,11.75,3,Card
1437,2024-01-03 11:22:06,Wednesday,0,11,3.0,1,Cash
1438,2024-12-08 10:29:45,Sunday,0,10,7.0,1,Card
1439,2024-03-09 10:20:57,Saturday,0,10,3.0,1,Mobile Pay
1440,2024-07-20 12:22:31,Saturday,0,12,10.5,2,Mobile Pay
1441,2024-04-30 10:21:32,Tuesday,0,10,15.25,3,Cash
1442,2024-09-12 08:13:19,Thursday,0,8,4.0,1,Cash
1443,2024-03-18 09:24:43,Monday,0,9,16.25,3,Card
1444,2024-09-21 16:29:51,Saturday,1,16,17.0,3,Card
1445,2024-03-06 12:24:43,Wednesday,0,12,2.75,1,Mobile Pay
1446,2024-08-04 14:19:27,Sunday,0,14,3.0,1,Cash
1447,2024-09-14 12:30:45,Saturday,1,12,7.5,2,Mobile Pay
1448,2024-07-15 17:05:09,Monday,1,17,16.75,4,Mobile Pay
1449,2024-01-25 12:02:07,Thursday,1,12,6.0,2,Card
1450,2024-06-21 13:49:52,Friday,0,13,4.5,1,Card
1451,2024-01-09 11:19:40,Tuesday,0,11,3.0,1,Cash
1452,2024-07-21 11:05:34,Sunday,1,11,12.0,3,Mobile Pay
1453,2024-11-12 09:52:57,Tuesday,0,9,11.75,3,Card
1454,2024-01-20 08:46:40,Saturday,0,8,9.0,3,Card
1455,2024-06-03 10:01:11,Monday,0,10,21.5,4,Card
1456,2024-04-08 12:19:39,Monday,0,12,10.0,2,Cash
1457,2024-10-20 11:48:59,Sunday,0,11,3.25,1,Cash
1458,2024-09-13 13:38:25,Friday,0,13,12.25,3,Card
1459,2024-12-02 08:17:29,Monday,0,8,12.5,2,Card
1460,2024-12-29 09:04:39,Sunday,0,9,3.25,1,Cash
1461,2024-08-03 13:21:34,Saturday,0,13,9.0,1,Card
1462,2024-06-12 11:28:09,Wednesday,1,11,10.0,3,Card
1463,2024-12-04 15:05:40,Wednesday,0,15,8.0,1,Card
1464,2024-07-08 11:48:20,Monday,1,11,7.5,2,Cash
1465,2024-08-08 10:48:01,Thursday,0,10,7.75,2,Mobile Pay
1466,2024-10-02 08:38:54,Wednesday,0,8,4.75,1,Card
1467,2024-10-19 09:55:10,Saturday,0,9,16.0,2,Card
1468,2024-04-21 12:38:17,Sunday,1,12,8.5,2,Mobile Pay
1469,2024-06-11 11:34:25,Tuesday,0,11,4.75,1,Cash
1470,2024-08-18 10:55:11,Sunday,1,10,8.5,1,Cash
1471,2024-03-29 14:06:24,Friday,1,14,8.75,2,Card
1472,2024-03-11 12:32:05,Monday,0,12,12.25,2,Card
1473,2024-03-26 12:30:43,Tuesday,0,12,4.0,1,Cash
1474,2024-07-18 13:55:12,Thursday,1,13,4.0,1,Mobile Pay
1475,2024-08-29 18:58:12,Thursday,1,18,7.0,1,Card
1476,2024-08-23 11:38:28,Friday,1,11,13.75,3,Cash
1477,2024-03-22 09:46:04,Friday,0,9,2.5,1,Cash
1478,2024-08-28 16:04:50,Wednesday,0,16,4.5,1,Cash
1479,2024-11-06 14:34:45,Wednesday,1,14,7.75,2,Card
1480,2024-07-05 12:59:32,Friday,1,12,6.5,2,Cash
1481,2024-02-27 13:23:26,Tuesday,0,13,7.5,2,Card
1482,2024-02-19 09:44:04,Monday,0,9,3.25,1,Cash
1483,2024-06-24 09:28:21,Monday,0,9,6.0,2,Card
1484,2024-03-16 12:01:14,Saturday,0,12,10.5,3,Cash
1485,2024-11-20 09:45:28,Wednesday,0,9,12.5,2,Card
1486,2024-05-29 16:16:40,Wednesday,0,16,5.5,1,Card
1487,2024-10-26 08:23:46,Saturday,1,8,23.5,4,Cash
1488,2024-09-13 11:23:24,Friday,1,11,8.0,2,Card
1489,2024-01-08 14:04:21,Monday,1,14,3.0,1,Cash
1490,2024-11-28 10:31:29,Thursday,1,10,5.75,2,Cash
1491,2024-04-26 14:23:42,Friday,0,14,5.0,1,Mobile Pay
1492,2024-02-04 09:34:54,Sunday,0,9,13.5,2,Card
1493,2024-09-24 09:16:51,Tuesday,0,9,6.0,2,Card
1494,2024-08-21 08:38:17,Wednesday,0,8,7.0,2,Cash
1495,2024-03-08 12:03:13,Friday,0,12,3.5,1,Card
1496,2024-02-20 13:50:03,Tuesday,1,13,7.0,2,Card
1497,2024-02-21 12:13:38,Wednesday,0,12,2.75,1,Card
1498,2024-08-14 14:12:37,Wednesday,0,14,12.0,3,Cash
1499,2024-05-18 12:11:21,Saturday,1,12,13.5,2,Mobile Pay
1500,2024-06-23 09:35:32,Sunday,0,9,4.5,1,Mobile Pay
1501,2024-09-06 06:57:32,Friday,0,6,4.0,1,Card
1502,2024-12-10 09:59:55,Tuesday,0,9,3.0,1,Card
1503,2024-04-09 14:48:14,Tuesday,0,14,2.75,1,Card
1504,2024-08-29 10:19:59,Thursday,1,10,8.0,2,Cash
1505,2024-03-21 12:10:20,Thursday,0,12,18.0,4,Card
1506,2024-08-29 17:53:19,Thursday,0,17,4.5,1,Cash
1507,2024-08-18 09:36:25,Sunday,0,9,11.5,2,Card
1508,2024-06-30 14:08:29,Sunday,1,14,3.25,1,Card
1509,2024-05-30 16:01:20,Thursday,1,16,6.0,2,Cash
1510,2024-09-14 11:17:06,Saturday,0,11,4.0,1,Cash
1511,2024-08-28 18:02:49,Wednesday,0,18,10.0,2,Card
1512,2024-11-06 12:03:06,Wednesday,0,12,4.0,1,Card
1513,2024-05-25 08:08:56,Saturday,0,8,8.0,2,Card
1514,2024-03-18 12:36:12,Monday,0,12,9.0,2,Card
1515,2024-05-13 12:52:18,Monday,0,12,6.5,2,Mobile Pay
1516,2024-12-30 14:54:23,Monday,0,14,14.0,3,Card
1517,2024-07-04 09:43:45,Thursday,0,9,5.0,1,Mobile Pay
1518,2024-03-02 13:27:25,Saturday,0,13,14.5,3,Mobile Pay
1519,2024-01-09 12:02:32,Tuesday,0,12,13.0,3,Card
1520,2024-02-08 13:35:49,Thursday,1,13,2.75,1,Mobile Pay
1521,2024-08-27 14:12:48,Tuesday,1,14,18.5,3,Mobile Pay
1522,2024-11-29 09:11:41,Friday,0,9,8.0,2,Cash
1523,2024-01-11 10:18:00,Thursday,0,10,7.25,2,Card
1524,2024-05-12 16:37:43,Sunday,0,16,7.0,2,Card
1525,2024-06-30 16:45:55,Sunday,0,16,7.0,2,Card
1526,2024-01-14 12:54:02,Sunday,0,12,13.0,2,Card
1527,2024-04-27 13:12:19,Saturday,0,13,8.0,1,Card
1528,2024-06-30 08:56:57,Sunday,1,8,9.0,1,Card
1529,2024-07-13 07:28:25,Saturday,0,7,3.5,1,Card
1530,2024-02-17 18:32:58,Saturday,0,18,8.0,2,Card
1531,2024-11-05 11:20:26,Tuesday,1,11,24.5,5,Card
1532,2024-07-23 19:06:22,Tuesday,1,19,2.5,1,Mobile Pay
1533,2024-06-02 09:44:05,Sunday,0,9,14.0,2,Card
1534,2024-11-27 16:02:09,Wednesday,0,16,10.5,3,Card
1535,2024-01-20 07:51:13,Saturday,0,7,11.75,3,Card
1536,2024-03-30 17:09:47,Saturday,0,17,14.0,3,Cash
1537,2024-09-11 09:25:40,Wednesday,0,9,8.5,1,Cash
1538,2024-01-14 09:56:30,Sunday,0,9,5.5,1,Mobile Pay
1539,2024-10-03 10:38:46,Thursday,0,10,6.5,2,Mobile Pay
1540,2024-08-02 20:07:30,Friday,1,20,11.5,2,Mobile Pay
1541,2024-01-01 09:30:57,Monday,0,9,10.0,3,Cash
1542,2024-09-01 11:53:54,Sunday,0,11,7.0,2,Cash
1543,2024-04-25 13:47:06,Thursday,0,13,9.5,2,Card
1544,2024-04-04 14:19:21,Thursday,0,14,8.0,2,Card
1545,2024-03-08 09:23:42,Friday,0,9,3.25,1,Mobile Pay
1546,2024-11-19 07:12:11,Tuesday,0,7,3.0,1,Cash
1547,2024-03-23 10:00:36,Saturday,0,10,5.5,1,Card
1548,2024-07-26 11:13:29,Friday,0,11,7.0,2,Card
1549,2024-06-21 10:57:11,Friday,0,10,8.5,1,Card
1550,2024-08-21 13:42:54,Wednesday,0,13,4.0,1,Card
1551,2024-08-06 14:34:08,Tuesday,1,14,21.75,5,Card
1552,2024-02-12 18:32:11,Monday,0,18,9.0,1,Mobile Pay
1553,2024-03-13 15:14:49,Wednesday,0,15,3.25,1,Card
1554,2024-03-18 13:33:33,Monday,1,13,7.0,2,Mobile Pay
1555,2024-07-10 08:43:10,Wednesday,0,8,9.5,2,Mobile Pay
1556,2024-10-03 17:39:27,Thursday,0,17,22.5,3,Card
1557,2024-08-03 16:29:20,Saturday,0,16,9.0,1,Card
1558,2024-12-28 12:19:13,Saturday,0,12,16.5,3,Card
1559,2024-09-03 15:48:51,Tuesday,0,15,21.5,4,Card
1560,2024-06-28 08:17:08,Friday,0,8,15.25,3,Card
1561,2024-03-13 13:48:20,Wednesday,0,13,3.0,1,Card
1562,2024-11-17 12:14:42,Sunday,0,12,8.5,1,Card
1563,2024-08-20 08:56:48,Tuesday,0,8,16.5,3,Card
1564,2024-02-27 13:27:37,Tuesday,0,13,3.25,1,Mobile Pay
1565,2024-05-29 09:06:05,Wednesday,0,9,16.5,4,Cash
1566,2024-08-09 10:40:06,Friday,0,10,12.25,3,Card
1567,2024-06-17 10:53:16,Monday,0,10,18.5,4,Card
1568,2024-08-10 13:06:49,Saturday,0,13,10.5,3,Cash
1569,2024-07-14 09:06:37,Sunday,1,9,6.0,2,Mobile Pay
1570,2024-07-03 12:45:57,Wednesday,0,12,11.75,2,Card
1571,2024-08-13 15:36:55,Tuesday,0,15,17.5,2,Cash
1572,2024-12-08 16:13:36,Sunday,0,16,5.0,1,Card
1573,2024-07-30 15:46:29,Tuesday,0,15,17.0,3,Mobile Pay
1574,2024-05-21 11:03:20,Tuesday,0,11,8.0,1,Card
1575,2024-04-17 13:55:35,Wednesday,1,13,10.75,3,Card
1576,2024-06-19 10:34:47,Wednesday,0,10,18.0,3,Mobile Pay
1577,2024-11-23 10:39:31,Saturday,0,10,7.5,2,Mobile Pay
1578,2024-06-28 10:28:57,Friday,0,10,4.0,1,Card
1579,2024-02-27 08:19:58,Tuesday,0,8,7.5,2,Card
1580,2024-07-22 12:04:12,Monday,0,12,3.25,1,Mobile Pay
1581,2024-07-26 15:09:45,Friday,0,15,4.0,1,Card
1582,2024-02-23 15:47:52,Friday,0,15,16.5,3,Card
1583,2024-08-14 15:15:35,Wednesday,0,15,8.0,1,Card
1584,2024-12-21 19:15:56,Saturday,0,19,3.0,1,Card
1585,2024-05-31 11:01:54,Friday,1,11,11.5,3,Card
1586,2024-10-24 12:36:56,Thursday,1,12,8.0,2,Card
1587,2024-08-08 10:57:59,Thursday,0,10,17.5,3,Card
1588,2024-05-06 15:37:08,Monday,0,15,7.0,1,Mobile Pay
1589,2024-08-31 13:06:51,Saturday,1,13,4.0,1,Cash
1590,2024-04-24 11:36:53,Wednesday,0,11,5.0,1,Card
1591,2024-02-03 18:10:01,Saturday,1,18,6.5,2,Mobile Pay
1592,2024-02-02 14:04:46,Friday,1,14,7.0,1,Card
1593,2024-09-08 12:48:08,Sunday,1,12,4.5,1,Card
1594,2024-06-04 09:36:51,Tuesday,0,9,16.0,3,Cash
1595,2024-01-04 18:03:45,Thursday,0,18,7.0,2,Card
1596,2024-09-28 10:10:46,Saturday,0,10,8.0,1,Cash
1597,2024-04-02 07:59:31,Tuesday,0,7,7.0,2,Card
1598,2024-12-16 10:26:24,Monday,0,10,7.0,2,Card
1599,2024-03-31 15:56:16,Sunday,1,15,4.75,1,Card
1600,2024-11-20 08:28:48,Wednesday,0,8,4.5,1,Mobile Pay
1601,2024-10-12 07:23:06,Saturday,0,7,9.0,1,Card
1602,2024-06-16 10:01:51,Sunday,0,10,17.25,3,Card
1603,2024-09-12 08:13:22,Thursday,0,8,3.0,1,Card
1604,2024-10-20 08:28:45,Sunday,0,8,14.75,3,Card
1605,2024-01-20 17:56:50,Saturday,0,17,17.5,3,Card
1606,2024-10-29 12:57:06,Tuesday,0,12,5.0,1,Mobile Pay
1607,2024-08-20 17:35:53,Tuesday,0,17,4.5,1,Card
1608,2024-02-03 10:23:09,Saturday,0,10,8.5,1,Card
1609,2024-01-22 10:58:58,Monday,0,10,8.5,1,Cash
1610,2024-02-20 15:05:42,Tuesday,0,15,9.75,2,Cash
1611,2024-07-20 14:41:12,Saturday,0,14,3.0,1,Cash
1612,2024-11-16 10:27:24,Saturday,0,10,2.5,1,Card
1613,2024-09-04 12:19:31,Wednesday,0,12,14.25,4,Card
1614,2024-06-06 16:47:57,Thursday,0,16,8.5,2,Card
1615,2024-01-25 18:24:12,Thursday,0,18,4.0,1,Cash
1616,2024-08-10 14:33:54,Saturday,0,14,4.0,1,Cash
1617,2024-02-20 11:11:57,Tuesday,0,11,4.5,1,Cash
1618,2024-04-15 12:39:00,Monday,0,12,4.0,1,Mobile Pay
1619,2024-05-28 06:15:42,Tuesday,0,6,24.5,3,Cash
